,filename,width,height,class,xmin,ymin,xmax,ymax
0,000_jY-KIKiHVjQ.jpg,564,460,mushroom,106,39,230,374
1,000_jY-KIKiHVjQ.jpg,564,460,mushroom,240,43,407,415
2,002_pJY3-9Ttfto.jpg,700,541,mushroom,122,48,283,509
3,002_pJY3-9Ttfto.jpg,700,541,mushroom,231,120,331,482
4,002_pJY3-9Ttfto.jpg,700,541,mushroom,344,92,451,250
5,002_pJY3-9Ttfto.jpg,700,541,mushroom,442,47,630,376
6,003_Iy7eywnsU1w.jpg,1200,798,mushroom,335,68,904,717
7,004_wIVV5id0aOg.jpg,663,450,mushroom,283,86,471,385
8,004_wIVV5id0aOg.jpg,663,450,mushroom,206,18,425,389
9,005_K5H990g_JZQ.jpg,1276,850,mushroom,397,22,802,815
10,005_K5H990g_JZQ.jpg,1276,850,mushroom,690,41,876,803
11,005_K5H990g_JZQ.jpg,1276,850,mushroom,810,17,1156,399
12,005_K5H990g_JZQ.jpg,1276,850,mushroom,852,383,1177,836
13,006_862rFWvLb4I.jpg,400,600,mushroom,133,52,320,554
14,008_euaqSUZFtMY.jpg,800,533,mushroom,161,48,772,498
15,010_Ji4N7IDyRKY.jpg,950,713,mushroom,400,155,785,621
16,011_DoZoYI2vj20.jpg,1024,683,mushroom,258,65,628,574
17,011_DoZoYI2vj20.jpg,1024,683,mushroom,622,163,952,595
18,012_qn2uKxpKshw.jpg,650,491,mushroom,37,55,330,437
19,012_qn2uKxpKshw.jpg,650,491,mushroom,308,126,602,459
20,013_6tvG-1vnN90.jpg,750,563,mushroom,243,59,712,537
21,013_6tvG-1vnN90.jpg,750,563,mushroom,39,197,348,516
22,014_1uydPw0Q5Nw.jpg,900,641,mushroom,81,57,682,579
23,015_kiug4wB91So.jpg,1100,825,mushroom,89,78,409,456
24,015_kiug4wB91So.jpg,1100,825,mushroom,428,318,686,745
25,015_kiug4wB91So.jpg,1100,825,mushroom,654,528,970,776
26,016_S-Z6ZIo2G3k.jpg,1024,756,mushroom,336,98,937,718
27,017_NOBUxtHiHRg.jpg,1024,768,mushroom,345,136,875,687
28,018_fu20lV1Ks10.jpg,1024,738,mushroom,406,308,915,666
29,019_dC7dMPodoSA.jpg,1024,649,mushroom,78,108,419,543
30,019_dC7dMPodoSA.jpg,1024,649,mushroom,374,166,696,592
31,019_dC7dMPodoSA.jpg,1024,649,mushroom,602,153,908,554
32,020_xmeDaX5osJA.jpg,620,465,mushroom,122,107,380,411
33,021_2-PKYWYCnqU.jpg,1024,683,mushroom,215,244,580,568
34,021_2-PKYWYCnqU.jpg,1024,683,mushroom,573,213,930,559
35,022_5j64wqGuxt4.jpg,950,713,mushroom,451,277,720,635
36,023_KGTy1SEs49k.jpg,950,712,mushroom,360,403,446,482
37,023_KGTy1SEs49k.jpg,950,712,mushroom,454,259,790,626
38,024_xREsGBiGo4E.jpg,1100,825,mushroom,77,121,437,579
