,filename,width,height,class,xmin,ymin,xmax,ymax
0,000_ePQknW8cTp8.jpg,778,600,mushroom,182,60,486,394
1,000_ePQknW8cTp8.jpg,778,600,mushroom,476,168,744,522
2,000_ePQknW8cTp8.jpg,778,600,mushroom,75,263,235,417
3,000_ePQknW8cTp8.jpg,778,600,mushroom,27,122,197,278
4,001_2jP9N_ipAo8.jpg,700,525,mushroom,244,187,476,369
5,001_2jP9N_ipAo8.jpg,700,525,mushroom,17,230,227,488
6,001_2jP9N_ipAo8.jpg,700,525,mushroom,106,105,296,287
7,001_2jP9N_ipAo8.jpg,700,525,mushroom,468,201,690,397
8,002_hNh3aQSH-ZM.jpg,700,524,mushroom,34,169,340,415
9,002_hNh3aQSH-ZM.jpg,700,524,mushroom,292,48,448,188
10,002_hNh3aQSH-ZM.jpg,700,524,mushroom,428,110,582,234
11,002_hNh3aQSH-ZM.jpg,700,524,mushroom,343,208,485,346
12,002_hNh3aQSH-ZM.jpg,700,524,mushroom,485,209,691,389
13,003_4AurAO4Jil8.jpg,800,600,mushroom,83,150,293,300
14,003_4AurAO4Jil8.jpg,800,600,mushroom,242,184,510,376
15,003_4AurAO4Jil8.jpg,800,600,mushroom,485,138,725,468
16,003_4AurAO4Jil8.jpg,800,600,mushroom,113,326,391,506
17,004_Syi3NxxviC0.jpg,750,563,mushroom,359,34,667,484
18,004_Syi3NxxviC0.jpg,750,563,mushroom,16,92,358,372
19,005_sUqyy4Yb9VY.jpg,800,539,mushroom,3,93,421,443
20,005_sUqyy4Yb9VY.jpg,800,539,mushroom,465,18,789,414
21,006_1_E6AXBJqn4.jpg,800,600,mushroom,2,163,408,547
22,006_1_E6AXBJqn4.jpg,800,600,mushroom,402,206,774,468
23,010_Rk1D3EG856g.jpg,800,600,mushroom,141,53,381,273
24,010_Rk1D3EG856g.jpg,800,600,mushroom,361,142,457,238
25,010_Rk1D3EG856g.jpg,800,600,mushroom,431,37,615,275
26,010_Rk1D3EG856g.jpg,800,600,mushroom,452,268,648,474
27,010_Rk1D3EG856g.jpg,800,600,mushroom,104,289,296,471
28,011_WtefvQHAs0w.jpg,800,600,mushroom,77,1,799,599
29,012_i_TOGa08rRE.jpg,800,600,mushroom,208,63,408,349
30,012_i_TOGa08rRE.jpg,800,600,mushroom,81,251,273,479
31,012_i_TOGa08rRE.jpg,800,600,mushroom,395,67,719,541
32,013_bhSPsvLNpKk.jpg,800,600,mushroom,42,287,680,567
33,013_bhSPsvLNpKk.jpg,800,600,mushroom,157,51,695,465
34,014_DU4RE5bim5A.jpg,800,600,mushroom,4,208,458,508
35,014_DU4RE5bim5A.jpg,800,600,mushroom,263,68,661,600
36,014_DU4RE5bim5A.jpg,800,600,mushroom,515,2,799,408
37,016_qNYODERZEms.jpg,800,530,mushroom,467,120,745,530
38,016_qNYODERZEms.jpg,800,530,mushroom,232,39,500,435
39,016_qNYODERZEms.jpg,800,530,mushroom,1,282,293,530
40,016_qNYODERZEms.jpg,800,530,mushroom,2,56,166,316
41,016_qNYODERZEms.jpg,800,530,mushroom,1,1,283,205
42,017_QHGfbEiWvq8.jpg,800,531,mushroom,183,76,639,530
43,019_aaTsKm7exKE.jpg,800,537,mushroom,48,168,222,450
44,019_aaTsKm7exKE.jpg,800,537,mushroom,167,59,451,317
45,019_aaTsKm7exKE.jpg,800,537,mushroom,259,266,529,532
46,019_aaTsKm7exKE.jpg,800,537,mushroom,438,108,664,452
47,019_aaTsKm7exKE.jpg,800,537,mushroom,604,222,776,444
48,020_vZJfrjIwmqU.jpg,800,531,mushroom,224,156,594,498
49,021_4oXjCmKNCRU.jpg,800,523,mushroom,119,65,271,309
50,021_4oXjCmKNCRU.jpg,800,523,mushroom,111,209,225,357
51,021_4oXjCmKNCRU.jpg,800,523,mushroom,106,345,314,489
52,021_4oXjCmKNCRU.jpg,800,523,mushroom,283,209,435,393
53,021_4oXjCmKNCRU.jpg,800,523,mushroom,344,311,570,483
54,021_4oXjCmKNCRU.jpg,800,523,mushroom,448,16,678,332
55,021_4oXjCmKNCRU.jpg,800,523,mushroom,439,253,495,319
56,021_4oXjCmKNCRU.jpg,800,523,mushroom,643,205,773,357
57,024_W0PmnqQTGx8.jpg,800,531,mushroom,283,70,525,512
58,026_YNs45yuMk_4.jpg,800,600,mushroom,231,425,351,557
59,026_YNs45yuMk_4.jpg,800,600,mushroom,145,39,527,451
60,026_YNs45yuMk_4.jpg,800,600,mushroom,387,118,681,448
61,027_-CwuQDPShnA.jpg,800,535,mushroom,115,12,257,186
62,027_-CwuQDPShnA.jpg,800,535,mushroom,175,33,395,327
63,027_-CwuQDPShnA.jpg,800,535,mushroom,31,237,255,449
64,027_-CwuQDPShnA.jpg,800,535,mushroom,450,54,602,236
65,027_-CwuQDPShnA.jpg,800,535,mushroom,372,234,596,498
66,027_-CwuQDPShnA.jpg,800,535,mushroom,634,142,768,312
67,028_-vDPakMKna4.jpg,800,600,mushroom,126,87,370,323
68,028_-vDPakMKna4.jpg,800,600,mushroom,388,55,704,373
69,028_-vDPakMKna4.jpg,800,600,mushroom,391,312,667,528
70,029_ZksYQQBGVIg.jpg,695,600,mushroom,20,62,312,372
71,029_ZksYQQBGVIg.jpg,695,600,mushroom,322,34,694,400
72,029_ZksYQQBGVIg.jpg,695,600,mushroom,345,327,645,573
73,030_-i6kYqDvBQo.jpg,800,600,mushroom,121,143,405,405
74,030_-i6kYqDvBQo.jpg,800,600,mushroom,460,214,644,466
75,031_uk4-mPGpINU.jpg,800,600,mushroom,82,66,536,194
76,031_uk4-mPGpINU.jpg,800,600,mushroom,341,148,553,466
77,031_uk4-mPGpINU.jpg,800,600,mushroom,504,174,696,478
78,032_2r2eDI3Hvlc.jpg,800,600,mushroom,192,50,542,434
79,032_2r2eDI3Hvlc.jpg,800,600,mushroom,33,262,297,538
80,032_2r2eDI3Hvlc.jpg,800,600,mushroom,487,222,717,486
81,033_a390RmaelgQ.jpg,800,621,mushroom,82,60,432,468
82,033_a390RmaelgQ.jpg,800,621,mushroom,442,38,764,452
83,034_Cnyn7hmoUvQ.jpg,800,600,mushroom,7,79,337,521
84,034_Cnyn7hmoUvQ.jpg,800,600,mushroom,425,149,773,487
85,036_3LF5Y5Y_Q70.jpg,800,600,mushroom,83,66,375,466
86,036_3LF5Y5Y_Q70.jpg,800,600,mushroom,339,16,747,400
87,036_3LF5Y5Y_Q70.jpg,800,600,mushroom,495,277,775,569
88,037_g4q8PTMpBqw.jpg,800,533,mushroom,154,161,300,347
89,037_g4q8PTMpBqw.jpg,800,533,mushroom,284,152,404,360
90,037_g4q8PTMpBqw.jpg,800,533,mushroom,357,70,533,276
91,037_g4q8PTMpBqw.jpg,800,533,mushroom,415,172,631,456
92,037_g4q8PTMpBqw.jpg,800,533,mushroom,596,302,760,474
93,038_B6UTpjQs0bw.jpg,800,469,mushroom,48,234,308,428
94,038_B6UTpjQs0bw.jpg,800,469,mushroom,205,111,343,289
95,038_B6UTpjQs0bw.jpg,800,469,mushroom,321,28,481,236
96,038_B6UTpjQs0bw.jpg,800,469,mushroom,329,231,511,409
97,038_B6UTpjQs0bw.jpg,800,469,mushroom,531,140,719,318
98,039_HBBQvJq98TY.jpg,800,540,mushroom,59,65,723,465
99,040_1g_auGYdtfU.jpg,800,516,mushroom,26,174,198,408
100,040_1g_auGYdtfU.jpg,800,516,mushroom,145,39,343,311
101,040_1g_auGYdtfU.jpg,800,516,mushroom,340,34,536,276
102,040_1g_auGYdtfU.jpg,800,516,mushroom,260,260,558,478
103,040_1g_auGYdtfU.jpg,800,516,mushroom,570,155,780,447
104,041_6hQILEaXRtg.jpg,800,545,mushroom,60,74,750,500
105,042_qk77X1_g0zM.jpg,800,515,mushroom,146,24,650,514
106,043_UPu2ng0N0zI.jpg,610,800,mushroom,104,104,486,694
107,044_OfYLoI4FDf4.jpg,763,800,mushroom,49,111,755,799
108,045_Rdhi-a07gmw.jpg,800,602,mushroom,347,28,521,262
109,045_Rdhi-a07gmw.jpg,800,602,mushroom,197,131,353,315
110,045_Rdhi-a07gmw.jpg,800,602,mushroom,56,296,324,572
111,045_Rdhi-a07gmw.jpg,800,602,mushroom,254,285,464,541
112,045_Rdhi-a07gmw.jpg,800,602,mushroom,509,228,715,506
113,046_qQbkLT_P2os.jpg,800,626,mushroom,41,141,561,563
