,filename,width,height,class,xmin,ymin,xmax,ymax
0,0196_uqGMdVItBRg.jpg,1024,732,mushroom,327,140,867,604
1,0197_egkKmufMaDk.jpg,1000,714,mushroom,385,120,765,630
2,0198_WNXLtkA7ydA.jpg,950,679,mushroom,297,112,733,560
3,0199_eOfAr3CgVhw.jpg,1024,768,mushroom,190,165,856,659
4,0200_j-fZlBlPoHE.jpg,960,720,mushroom,113,140,423,616
5,0200_j-fZlBlPoHE.jpg,960,720,mushroom,343,117,607,507
6,0200_j-fZlBlPoHE.jpg,960,720,mushroom,421,503,621,705
7,0001_yB5GiXfgyRU.jpg,950,712,mushroom,346,144,782,600
8,0002_FVNX1Bdwf4s.jpg,950,713,mushroom,311,160,805,598
9,0003_9A6sBrZ3ZaE.jpg,1024,683,mushroom,163,82,643,556
10,0004_35PYkvNjkns.jpg,570,430,mushroom,50,161,146,325
11,0004_35PYkvNjkns.jpg,570,430,mushroom,141,113,305,357
12,0004_35PYkvNjkns.jpg,570,430,mushroom,307,101,547,341
13,0005_ewWGUA7-KvU.jpg,620,409,mushroom,110,67,370,297
14,0005_ewWGUA7-KvU.jpg,620,409,mushroom,365,188,551,344
15,0006_Vh24Gx3FuuY.jpg,1024,746,mushroom,239,101,895,649
16,0007_klZ5Wbedtx8.jpg,570,428,mushroom,110,48,506,396
17,0008_AKTJIixVK88.jpg,827,620,mushroom,121,73,523,563
18,0009_2hEUS66s6Gw.jpg,850,607,mushroom,293,48,661,454
19,0010_7M6YHrGZ3aM.jpg,1024,683,mushroom,149,148,617,534
20,0010_7M6YHrGZ3aM.jpg,1024,683,mushroom,675,149,945,485
21,0011_3pjOa46tbrs.jpg,1024,683,mushroom,117,103,609,583
22,0012_aPBOtpC5qAo.jpg,1024,683,mushroom,152,93,680,589
23,0013_Pf2a-DpYFsA.jpg,850,638,mushroom,127,93,573,605
24,0014_jThdm31BqA0.jpg,1074,733,mushroom,178,70,908,652
25,0015_koxxuWlLofc.jpg,1100,733,mushroom,684,139,1002,653
26,0015_koxxuWlLofc.jpg,1100,733,mushroom,437,148,725,648
27,0016_BdbaNeqknKA.jpg,700,530,mushroom,353,22,669,300
28,0016_BdbaNeqknKA.jpg,700,530,mushroom,337,240,587,506
29,0016_BdbaNeqknKA.jpg,700,530,mushroom,255,190,395,340
30,0016_BdbaNeqknKA.jpg,700,530,mushroom,135,51,327,231
31,0016_BdbaNeqknKA.jpg,700,530,mushroom,33,195,281,491
32,0017_j-9IXyoRLrY.jpg,700,524,mushroom,106,46,588,454
33,0018_PcgJi7QNZ_w.jpg,620,594,mushroom,59,96,557,510
34,0019_PxSKuIX0iAM.jpg,1000,666,mushroom,469,110,807,644
35,0020_EtaUmQL5UH4.jpg,620,465,mushroom,100,96,530,408
36,0021_gQ7nmuCS0S4.jpg,620,832,mushroom,48,115,532,745
37,0022_9MgcGSynGbk.jpg,1024,768,mushroom,405,109,917,731
38,0023_JAAEdifq1MY.jpg,973,730,mushroom,87,191,537,559
39,0023_JAAEdifq1MY.jpg,973,730,mushroom,546,131,882,475
40,0024_0ooZ0mkNXJU.jpg,1000,667,mushroom,65,41,753,619
41,0025_pHyfi4NDa4Q.jpg,900,620,mushroom,455,188,809,586
42,0025_pHyfi4NDa4Q.jpg,900,620,mushroom,177,180,481,498
43,0026_F1YdfaWItpI.jpg,1024,768,mushroom,363,141,855,705
44,0027_-iNiwa0oVIo.jpg,850,638,mushroom,341,105,727,549
45,0028_4iHsFc3RHrI.jpg,850,567,mushroom,325,140,733,488
46,0029_62qyp3n74q0.jpg,950,712,mushroom,215,246,653,630
47,0030_RbPFh3P5ATE.jpg,1024,732,mushroom,152,118,682,632
48,0031_rzkyX45VjLo.jpg,1024,731,mushroom,152,149,618,669
49,0032_Sl_iMoAAJyU.jpg,1024,768,mushroom,77,122,543,662
50,0032_Sl_iMoAAJyU.jpg,1024,768,mushroom,488,168,922,700
51,0034_UTf2AuBiESI.jpg,800,600,mushroom,150,337,296,469
52,0034_UTf2AuBiESI.jpg,800,600,mushroom,485,331,699,551
53,0034_UTf2AuBiESI.jpg,800,600,mushroom,345,348,527,538
54,0035_MSxXc9wuQP4.jpg,1024,768,mushroom,389,125,859,709
55,0036_41TvrPm_kzc.jpg,800,600,mushroom,59,267,383,559
56,0036_41TvrPm_kzc.jpg,800,600,mushroom,363,368,489,526
57,0036_41TvrPm_kzc.jpg,800,600,mushroom,471,282,739,544
58,0036_41TvrPm_kzc.jpg,800,600,mushroom,100,83,512,489
